id_empleado,nombre_completo,fecha_inicio,fecha_renuncia,genero,edad,id_puesto_laboral,discapacidad,etnia
4201,"Tanaka, Hiro",2003-03-19,,varon,57,9,0,asiatico
4202,"Papadopoulos, Sofia",2014-09-23,2017-03-30,varon,36,14,0,griego
4203,"Washington, Aisha",2005-01-15,,otros,65,7,0,afrodescendiente
4204,"Papadopoulos, Nikos",1981-05-16,,otros,28,6,0,griego
4205,"Patel, Arjun",1984-09-13,,varon,43,19,0,indio
4206,"Li, Mei",2014-06-05,2025-01-08,mujer,69,7,0,asiatico
4207,"Li, Hiro",2008-09-07,2018-04-18,mujer,63,11,0,asiatico
4208,"Zamora, Imelda",2013-12-09,,varon,43,1,0,latino
4209,"Lasa, Rosario",1986-11-18,,otros,46,20,0,latino
4210,"Alemany, Julián",2024-04-17,,otros,39,15,0,latino
4211,"Brown, Michael",2020-10-29,2023-04-29,varon,50,6,1,blanco
4212,"Brown, John",1992-02-22,2020-12-27,varon,56,19,0,blanco
4213,"Nogueira, Eladio",1983-12-23,,mujer,60,18,0,latino
4214,"Washington, Jamal",1997-05-09,,varon,59,12,0,afrodescendiente
4215,"Papadopoulos, Sofia",2009-01-18,,otros,31,13,0,griego
4216,"Jackson, Jamal",1985-05-28,,varon,41,8,0,afrodescendiente
4217,"Herrera, Marcela",1991-07-30,2002-11-17,otros,62,3,0,latino
4218,"Sharma, Arjun",1991-10-22,1999-11-17,otros,47,16,0,indio
4219,"Brown, John",2019-11-05,,otros,43,9,0,blanco
4220,"Patel, Arjun",2008-09-03,2011-11-04,varon,58,14,0,indio
4221,"Papadopoulos, Nikos",2003-11-24,2014-07-08,otros,55,13,0,griego
4222,"Jackson, Jamal",2006-09-23,,otros,51,2,0,afrodescendiente
4223,"Li, Hiro",2021-05-10,2022-02-06,mujer,26,4,0,asiatico
4224,"Washington, Aisha",2015-11-12,,mujer,36,18,0,afrodescendiente
4225,"Patel, Rudra",2004-02-22,2023-12-05,mujer,68,8,0,indio
4226,"Vila, Abril",2023-01-07,,varon,43,17,0,latino
4227,"Patel, Rudra",2004-03-14,,mujer,36,6,0,indio
4228,"Li, Hiro",2005-05-03,,mujer,63,6,0,asiatico
4229,"Papadopoulos, Sofia",1999-12-22,2003-04-24,varon,28,8,0,griego
4230,"Smith, Emily",1986-11-22,,otros,34,19,0,blanco
4231,"Patel, Rudra",2000-05-15,,otros,58,5,0,indio
4232,"Papadopoulos, Sofia",1983-06-18,,mujer,51,18,0,griego
4233,"Brown, Michael",2014-07-29,,otros,28,13,0,blanco
4234,"Tanaka, Hiro",1989-10-10,,mujer,63,5,0,asiatico
4235,"Jackson, Aisha",2004-01-07,2005-05-26,otros,46,20,0,afrodescendiente
4236,"Papadopoulos, Sofia",1996-05-06,2019-10-03,varon,56,11,0,griego
4237,"Li, Hiro",2011-06-12,,varon,30,19,0,asiatico
4238,"Washington, Aisha",2015-07-14,,mujer,61,8,0,afrodescendiente
4239,"Brown, Michael",2013-11-10,,otros,39,16,0,blanco
4240,"Sharma, Arjun",1991-07-19,,varon,57,14,0,indio
4241,"Salvà, Dominga",2024-01-07,,varon,35,14,1,latino
4242,"Jackson, Aisha",2020-09-03,,mujer,60,9,0,afrodescendiente
4243,"Peinado, Emma",2017-07-16,,varon,28,18,0,latino
4244,"Li, Hiro",1992-12-17,,mujer,63,20,0,asiatico
4245,"Sharma, Rudra",2013-10-07,,otros,38,9,0,indio
4246,"Li, Hiro",2013-08-30,,otros,54,5,0,asiatico
4247,"Valdés, Elena",2006-11-03,,otros,51,7,0,latino
4248,"Li, Mei",2001-06-23,2006-06-06,varon,30,19,0,asiatico
4249,"Papadopoulos, Nikos",2017-01-28,,otros,64,17,0,griego
4250,"Papadopoulos, Nikos",1983-10-08,,mujer,52,14,0,griego
4251,"Abril, Rufino",1986-04-10,,mujer,59,8,0,latino
4252,"Carreras, Jaime",2008-05-29,,otros,43,17,0,latino
4253,"Pombo, Eloy",2002-05-26,,varon,58,15,0,latino
4254,"Sharma, Rudra",1998-09-25,,otros,68,18,0,indio
4255,"Pedrero, Toño",2011-08-17,2012-06-12,mujer,60,18,0,latino
4256,"Sharma, Rudra",2022-09-11,,mujer,63,10,0,indio
4257,"Patel, Rudra",1997-02-18,2014-02-26,varon,50,11,0,indio
4258,"Sharma, Arjun",2016-09-20,,mujer,18,5,0,indio
4259,"Papadopoulos, Sofia",2025-01-04,,mujer,28,6,0,griego
4260,"Papadopoulos, Sofia",2019-12-19,,varon,50,14,0,griego
4261,"Jackson, Aisha",1994-08-20,,otros,27,14,0,afrodescendiente
4262,"Patel, Arjun",2015-02-05,,varon,52,9,0,indio
4263,"Washington, Aisha",1991-05-25,,mujer,43,4,0,afrodescendiente
4264,"Li, Hiro",1998-05-22,,varon,52,19,0,asiatico
4265,"Tanaka, Mei",2010-02-14,,otros,59,12,0,asiatico
4266,"Rico, Rodolfo",1991-01-22,,varon,18,10,0,latino
4267,"Smith, Michael",2001-07-26,,otros,24,1,0,blanco
4268,"Papadopoulos, Nikos",1986-09-17,,otros,50,12,0,griego
4269,"Jackson, Aisha",2022-03-30,,mujer,18,12,0,afrodescendiente
4270,"Rincón, Roberto",1988-10-13,2010-09-25,otros,32,12,0,latino
4271,"Washington, Aisha",2013-12-05,,otros,64,16,0,afrodescendiente
4272,"Jackson, Aisha",2019-02-15,,mujer,55,10,0,afrodescendiente
4273,"Tanaka, Mei",2001-02-15,,mujer,47,20,0,asiatico
4274,"Patel, Rudra",2000-10-22,,otros,31,7,0,indio
4275,"Papadopoulos, Nikos",1987-06-05,,varon,68,1,0,griego
4276,"Aguado, Faustino",1998-05-02,,otros,37,2,0,latino
4277,"Papadopoulos, Sofia",1997-10-31,,mujer,33,15,0,griego
4278,"Washington, Jamal",2019-04-29,,otros,25,17,0,afrodescendiente
4279,"Washington, Aisha",2024-05-24,,otros,34,5,0,afrodescendiente
4280,"Smith, John",2009-12-13,,mujer,55,5,0,blanco
4281,"Papadopoulos, Nikos",2017-10-25,,varon,22,8,0,griego
4282,"Smith, John",1982-01-20,2022-12-11,otros,25,18,0,blanco
4283,"Li, Hiro",1998-01-31,,mujer,60,1,0,asiatico
4284,"Papadopoulos, Sofia",1994-09-08,1997-05-29,mujer,63,12,0,griego
4285,"Osuna, Hipólito",2010-06-07,,mujer,58,7,0,latino
4286,"Washington, Jamal",1983-11-15,1990-09-04,varon,69,12,0,afrodescendiente
4287,"Sharma, Rudra",2012-10-21,,otros,39,5,0,indio
4288,"Brown, Michael",1985-02-21,2007-04-04,varon,46,1,0,blanco
4289,"Patel, Rudra",2007-10-05,2024-05-30,mujer,57,16,0,indio
4290,"Brown, Emily",1986-02-05,,mujer,53,7,0,blanco
4291,"Smith, Emily",2010-10-15,,varon,29,18,0,blanco
4292,"Patel, Arjun",2024-06-03,,otros,44,10,0,indio
4293,"Brown, John",2008-03-18,2015-04-26,otros,68,16,0,blanco
4294,"Papadopoulos, Nikos",2021-02-12,,mujer,40,12,0,griego
4295,"Papadopoulos, Sofia",1991-12-24,2018-07-26,varon,45,8,0,griego
4296,"Tanaka, Hiro",2024-02-04,,otros,61,6,0,asiatico
4297,"Tanaka, Mei",2025-02-22,,varon,68,2,1,asiatico
4298,"Sharma, Arjun",2014-04-10,,otros,35,5,0,indio
4299,"Smith, Emily",1995-10-21,,varon,41,10,0,blanco
4300,"Li, Hiro",2000-04-07,,otros,19,5,0,asiatico
4301,"Smith, Emily",2007-01-22,,varon,41,9,0,blanco
4302,"Sharma, Rudra",1993-05-05,2013-09-22,varon,45,19,0,indio
4303,"Papadopoulos, Sofia",2017-11-09,2023-10-31,otros,60,20,0,griego
4304,"Jackson, Aisha",2014-09-28,,otros,51,11,0,afrodescendiente
4305,"Washington, Aisha",1987-12-10,,otros,30,2,0,afrodescendiente
4306,"Jackson, Aisha",2021-03-08,,mujer,57,8,0,afrodescendiente
4307,"Tanaka, Mei",1997-04-17,,varon,40,9,0,asiatico
4308,"Papadopoulos, Sofia",1994-06-29,2006-04-09,varon,25,2,0,griego
4309,"Papadopoulos, Nikos",2024-08-08,2024-10-29,varon,45,14,0,griego
4310,"Boix, Reinaldo",1997-01-15,2018-03-19,varon,39,4,0,latino
4311,"Smith, John",2005-11-05,,varon,28,11,0,blanco
4312,"Sharma, Rudra",2016-12-28,,varon,31,11,0,indio
4313,"Mate, Zacarías",1998-07-18,,otros,54,8,0,latino
4314,"Brown, Michael",1982-11-16,,otros,34,8,0,blanco
4315,"Novoa, Jesús",1991-07-27,,varon,43,1,0,latino
4316,"Brown, John",2002-07-16,,otros,59,6,0,blanco
4317,"Papadopoulos, Sofia",1986-02-08,,otros,31,7,0,griego
4318,"Tanaka, Hiro",1982-08-18,2022-09-28,mujer,29,12,0,asiatico
4319,"Papadopoulos, Sofia",2009-08-08,,varon,26,6,0,griego
4320,"Jackson, Aisha",1983-06-10,,mujer,37,11,0,afrodescendiente
4321,"Patel, Arjun",1989-10-30,,mujer,59,3,0,indio
4322,"Tanaka, Mei",1992-06-28,,varon,59,4,0,asiatico
4323,"Jackson, Aisha",1990-01-23,2012-04-01,mujer,44,1,0,afrodescendiente
4324,"Papadopoulos, Nikos",2004-12-12,2008-09-26,varon,45,10,0,griego
4325,"Washington, Jamal",2012-12-28,,otros,30,13,0,afrodescendiente
4326,"Papadopoulos, Nikos",2020-09-20,,mujer,46,14,0,griego
4327,"Brown, Emily",2006-07-23,,otros,49,14,0,blanco
4328,"Smith, Michael",2004-11-16,2009-07-17,otros,62,19,0,blanco
4329,"Jackson, Jamal",2010-10-28,,mujer,28,5,0,afrodescendiente
4330,"Patel, Rudra",2019-10-06,,mujer,40,19,0,indio
4331,"Brown, Emily",1991-09-13,,mujer,69,12,0,blanco
4332,"Washington, Jamal",1996-12-01,2000-08-24,mujer,21,5,0,afrodescendiente
4333,"Tanaka, Hiro",2023-05-08,2023-10-07,varon,30,10,0,asiatico
4334,"Tanaka, Mei",1986-10-17,,mujer,66,12,0,asiatico
4335,"Smith, Emily",1983-08-22,1985-07-04,otros,47,18,0,blanco
4336,"Papadopoulos, Sofia",1983-01-29,,varon,46,9,0,griego
4337,"Jackson, Aisha",2006-09-16,2022-11-30,mujer,59,13,0,afrodescendiente
4338,"Washington, Jamal",1988-10-17,,mujer,40,3,0,afrodescendiente
4339,"Smith, John",2019-05-27,,mujer,57,4,0,blanco
4340,"Brown, John",2021-07-09,2024-01-11,mujer,26,9,1,blanco
4341,"Brown, Michael",1982-08-22,,otros,39,17,0,blanco
4342,"Smith, Michael",2006-01-28,,mujer,49,15,0,blanco
4343,"Sharma, Rudra",2016-02-01,,otros,63,20,0,indio
4344,"Papadopoulos, Sofia",2017-07-23,,otros,25,16,0,griego
4345,"Papadopoulos, Nikos",2011-08-24,2024-10-26,otros,54,2,0,griego
4346,"Cañellas, Graciela",2010-01-25,,varon,23,17,0,latino
4347,"Smith, Emily",1993-05-11,,mujer,66,1,0,blanco
4348,"Zurita, Carmina",1995-10-02,,otros,20,1,0,latino
4349,"Papadopoulos, Nikos",2000-01-14,,varon,52,3,0,griego
4350,"Sharma, Rudra",2003-06-26,,varon,43,13,0,indio
4351,"Papadopoulos, Sofia",1993-04-08,,varon,23,9,0,griego
4352,"Paredes, Jenny",1990-05-04,1994-05-08,otros,40,16,0,latino
4353,"Brown, Michael",1996-09-22,1999-05-06,otros,47,12,0,blanco
4354,"Verdejo, Lupe",1997-09-09,,mujer,31,11,0,latino
4355,"Chaparro, Lupita",1991-09-28,,varon,36,9,0,latino
4356,"Papadopoulos, Nikos",1991-05-30,,otros,24,16,0,griego
4357,"Papadopoulos, Nikos",2009-04-09,,mujer,42,8,1,griego
4358,"Washington, Aisha",1987-11-10,,varon,30,10,0,afrodescendiente
4359,"Patel, Rudra",1982-10-04,2024-07-19,otros,45,7,0,indio
4360,"Barrera, Cruz",1992-10-02,2009-10-08,varon,28,13,0,latino
4361,"Sharma, Rudra",1981-07-12,,mujer,48,11,0,indio
4362,"Jackson, Aisha",2011-09-05,,mujer,41,6,0,afrodescendiente
4363,"Brown, John",1994-09-22,2010-05-25,mujer,37,20,0,blanco
4364,"Brown, Emily",2016-08-29,,mujer,25,13,0,blanco
4365,"Jackson, Aisha",2002-12-31,2015-09-20,otros,19,15,0,afrodescendiente
4366,"Martínez, Encarnita",1987-06-20,,otros,21,11,0,latino
4367,"Sharma, Rudra",2005-10-16,2020-08-21,mujer,21,4,0,indio
4368,"Jackson, Jamal",2014-09-24,2016-07-27,varon,31,10,0,afrodescendiente
4369,"Smith, Michael",1992-01-05,,otros,55,5,0,blanco
4370,"Jackson, Aisha",2011-09-16,2013-05-25,varon,21,16,0,afrodescendiente
4371,"Tanaka, Hiro",1993-02-24,2016-07-29,mujer,34,9,0,asiatico
4372,"Washington, Jamal",2000-05-07,2011-04-04,varon,24,9,0,afrodescendiente
4373,"Washington, Aisha",2013-10-06,,otros,50,6,0,afrodescendiente
4374,"Washington, Aisha",2003-02-09,2013-12-20,mujer,43,7,0,afrodescendiente
4375,"Papadopoulos, Sofia",2008-07-13,,otros,22,14,0,griego
4376,"Patel, Rudra",2009-11-07,,mujer,43,11,0,indio
4377,"Papadopoulos, Sofia",1997-07-27,,varon,45,16,0,griego
4378,"Papadopoulos, Sofia",2019-05-23,,varon,67,11,0,griego
4379,"Papadopoulos, Sofia",1988-12-29,2013-10-18,otros,25,3,0,griego
4380,"Brown, Emily",2011-02-07,,mujer,54,17,0,blanco
4381,"Washington, Jamal",2000-11-05,,varon,60,10,0,afrodescendiente
4382,"Li, Hiro",1993-07-06,,otros,37,7,0,asiatico
4383,"Washington, Jamal",2024-07-10,,otros,28,9,0,afrodescendiente
4384,"Sharma, Rudra",1982-11-05,,otros,22,4,0,indio
4385,"Tanaka, Mei",2006-07-12,,mujer,44,15,0,asiatico
4386,"Valbuena, Nicanor",1985-12-26,,otros,54,5,0,latino
4387,"Jackson, Jamal",2004-04-28,,otros,30,18,0,afrodescendiente
4388,"Papadopoulos, Sofia",1985-12-19,,mujer,23,4,0,griego
4389,"Smith, Michael",2002-05-31,,varon,43,8,0,blanco
4390,"Papadopoulos, Sofia",1986-03-19,,mujer,23,10,0,griego
4391,"Sharma, Arjun",2012-08-22,,varon,59,11,0,indio
4392,"Papadopoulos, Sofia",2013-01-26,,otros,29,10,0,griego
4393,"Smith, Michael",2024-03-02,,varon,45,14,1,blanco
4394,"Madrid, Fanny",1993-09-18,,otros,28,8,0,latino
4395,"Jackson, Jamal",1982-11-01,,mujer,60,2,0,afrodescendiente
4396,"Jackson, Jamal",1996-10-28,2006-11-27,mujer,51,13,0,afrodescendiente
4397,"Smith, Michael",1992-03-12,2010-01-11,varon,44,8,0,blanco
4398,"Sharma, Rudra",1993-03-28,,varon,24,4,0,indio
4399,"Tanaka, Mei",1996-01-15,,mujer,21,19,0,asiatico
4400,"Dominguez, Ismael",1990-12-20,,otros,37,8,0,latino
4401,"Washington, Aisha",2022-12-25,,otros,34,19,0,afrodescendiente
4402,"Morata, Nicolás",1986-08-19,,varon,41,19,0,latino
4403,"Patel, Arjun",2002-01-08,,mujer,60,14,0,indio
4404,"Sharma, Rudra",2024-10-15,,varon,36,8,0,indio
4405,"Tanaka, Mei",2015-10-16,2023-09-06,otros,53,12,0,asiatico
4406,"Washington, Aisha",1999-06-23,,otros,67,15,0,afrodescendiente
4407,"Smith, Michael",1982-12-07,,otros,26,2,0,blanco
4408,"Li, Mei",2017-09-22,2024-11-22,otros,53,7,0,asiatico
4409,"Hidalgo, Sol",2017-10-05,,mujer,27,5,0,latino
4410,"Papadopoulos, Sofia",2002-08-31,,otros,67,8,0,griego
4411,"Tanaka, Hiro",1982-04-06,,otros,19,8,0,asiatico
4412,"Smith, John",1984-12-26,2025-01-24,otros,46,17,0,blanco
4413,"Sharma, Rudra",2001-04-10,,mujer,23,2,0,indio
4414,"Papadopoulos, Nikos",2012-08-20,,varon,54,15,0,griego
4415,"Papadopoulos, Nikos",2014-03-17,,varon,56,7,0,griego
4416,"Tanaka, Hiro",1998-03-10,2022-02-10,otros,69,20,0,asiatico
4417,"Lorenzo, Florina",1997-10-14,,mujer,60,11,0,latino
4418,"Smith, Michael",2003-11-09,,mujer,53,8,0,blanco
4419,"Brown, Michael",2007-03-17,,otros,39,13,0,blanco
4420,"Li, Mei",2013-02-28,,varon,52,19,0,asiatico
4421,"Sharma, Arjun",2023-06-15,,otros,18,16,0,indio
4422,"Brown, John",2003-12-06,,otros,56,10,0,blanco
4423,"Papadopoulos, Nikos",2005-09-02,,otros,68,19,0,griego
4424,"Tanaka, Hiro",1991-06-11,,mujer,50,1,0,asiatico
4425,"Tanaka, Hiro",2005-06-25,,otros,42,20,0,asiatico
4426,"Sharma, Arjun",2019-10-24,2021-02-03,varon,42,4,0,indio
4427,"Sharma, Rudra",2002-07-19,2019-08-25,varon,24,7,0,indio
4428,"Papadopoulos, Sofia",1987-04-07,2017-07-23,otros,30,16,0,griego
4429,"Jackson, Aisha",1989-06-23,2012-05-14,otros,27,12,0,afrodescendiente
4430,"Sharma, Arjun",2009-02-16,,mujer,19,10,1,indio
4431,"Patel, Arjun",2007-09-06,2017-07-26,varon,34,11,0,indio
4432,"Li, Hiro",2009-01-26,2016-04-02,varon,62,4,0,asiatico
4433,"Brown, John",2004-11-24,,otros,56,3,0,blanco
4434,"Papadopoulos, Sofia",2001-02-13,,varon,39,17,0,griego
4435,"Papadopoulos, Sofia",1980-12-06,,varon,22,17,0,griego
4436,"Sharma, Arjun",2017-10-04,2022-08-22,mujer,21,19,0,indio
4437,"Brown, Michael",2000-01-08,2001-03-10,otros,64,3,0,blanco
4438,"Sharma, Rudra",2020-01-21,,mujer,21,15,0,indio
4439,"Smith, John",2009-11-09,,mujer,34,7,0,blanco
4440,"Sharma, Rudra",1987-12-18,2000-09-06,varon,45,2,0,indio
4441,"Jackson, Aisha",2015-05-20,2016-02-06,varon,59,12,0,afrodescendiente
4442,"Tanaka, Mei",1998-05-01,2000-04-14,varon,39,5,0,asiatico
4443,"Papadopoulos, Sofia",1995-01-05,,otros,31,20,0,griego
4444,"Tanaka, Mei",2002-09-10,2014-07-23,otros,24,15,0,asiatico
4445,"Sharma, Arjun",1996-03-20,2019-03-24,otros,56,10,0,indio
4446,"Smith, Michael",1984-08-07,,varon,39,19,0,blanco
4447,"Brown, John",2010-03-02,,mujer,42,8,0,blanco
4448,"Washington, Aisha",1984-02-17,,varon,21,18,0,afrodescendiente
4449,"Rocha, Estrella",1995-09-14,,varon,25,1,0,latino
4450,"Li, Hiro",2024-04-26,,varon,24,18,0,asiatico
4451,"Patel, Rudra",1983-11-19,1988-10-19,varon,66,2,0,indio
4452,"Li, Hiro",2024-06-11,,mujer,46,5,1,asiatico
4453,"Patel, Rudra",2018-08-24,,mujer,31,17,1,indio
4454,"Brown, Michael",1991-07-31,1996-09-02,mujer,38,18,0,blanco
4455,"Patel, Rudra",1989-04-28,,mujer,18,17,0,indio
4456,"Papadopoulos, Nikos",2010-04-18,,otros,69,18,0,griego
4457,"Brown, Emily",2004-04-03,2021-09-18,mujer,67,6,0,blanco
4458,"Washington, Aisha",2004-05-04,,mujer,59,1,0,afrodescendiente
4459,"Smith, Emily",1982-06-22,,mujer,49,3,0,blanco
4460,"Abascal, Lorenzo",1995-10-18,,mujer,41,3,0,latino
4461,"Patel, Rudra",2009-01-14,,otros,47,4,0,indio
4462,"Brown, John",2022-12-27,2023-04-10,otros,46,20,0,blanco
4463,"Li, Hiro",1981-01-22,,otros,37,11,0,asiatico
4464,"Papadopoulos, Nikos",2016-09-18,,otros,25,16,0,griego
4465,"Sharma, Rudra",2000-06-01,2010-04-06,otros,39,14,0,indio
4466,"Patel, Arjun",1996-01-24,2016-05-17,varon,46,2,0,indio
4467,"Smith, Emily",2019-12-11,,mujer,60,17,0,blanco
4468,"Jackson, Aisha",1990-07-05,,otros,60,1,0,afrodescendiente
4469,"Brown, Emily",1992-07-12,,otros,52,2,0,blanco
4470,"Brown, Emily",1996-11-09,,otros,60,13,0,blanco
4471,"Papadopoulos, Sofia",2010-07-20,,otros,24,9,0,griego
4472,"Tanaka, Mei",2005-08-23,,varon,45,1,0,asiatico
4473,"Smith, John",2016-08-31,2019-11-20,otros,50,10,0,blanco
4474,"Washington, Jamal",2005-08-20,,otros,43,17,0,afrodescendiente
4475,"Washington, Aisha",2020-08-06,,otros,40,4,0,afrodescendiente
4476,"Brown, Michael",1994-11-25,,varon,39,5,0,blanco
4477,"Washington, Jamal",1985-12-29,,varon,60,18,0,afrodescendiente
4478,"Brown, John",2009-02-10,2025-01-05,varon,46,5,0,blanco
4479,"Papadopoulos, Nikos",2023-11-25,,mujer,28,15,0,griego
4480,"Jackson, Jamal",1987-01-31,,mujer,34,14,0,afrodescendiente
4481,"Brown, Emily",1994-01-07,2005-10-25,varon,18,15,0,blanco
4482,"Avilés, Erasmo",2000-11-04,,varon,26,4,0,latino
4483,"Jackson, Jamal",2022-01-17,,otros,69,11,0,afrodescendiente
4484,"Papadopoulos, Sofia",2016-09-07,,mujer,28,17,0,griego
4485,"Patel, Rudra",2006-08-24,,mujer,60,15,0,indio
4486,"Papadopoulos, Sofia",2001-04-07,,mujer,41,2,0,griego
4487,"Tanaka, Hiro",2013-03-19,,otros,21,3,0,asiatico
4488,"Sharma, Arjun",2024-02-01,,varon,28,10,0,indio
4489,"Vélez, Baldomero",1984-04-28,2023-07-29,varon,63,13,0,latino
4490,"Washington, Aisha",1987-10-13,,varon,33,12,0,afrodescendiente
4491,"Li, Hiro",2006-08-23,,otros,40,9,0,asiatico
4492,"Querol, Aurelia",1989-03-14,,otros,64,15,0,latino
4493,"Papadopoulos, Sofia",1998-11-02,,varon,49,20,0,griego
4494,"Washington, Aisha",2025-01-26,,varon,51,19,0,afrodescendiente
4495,"Washington, Jamal",2005-05-17,,otros,29,20,0,afrodescendiente
4496,"Tanaka, Mei",2000-03-15,,otros,29,5,0,asiatico
4497,"Papadopoulos, Nikos",1997-08-22,,varon,47,11,0,griego
4498,"Papadopoulos, Nikos",2015-02-28,2019-06-29,varon,65,4,0,griego
4499,"Jackson, Jamal",2013-11-29,,varon,50,1,0,afrodescendiente
4500,"Brown, John",1999-01-06,,otros,39,6,0,blanco
4501,"Brown, Michael",2007-05-04,2016-03-17,varon,29,17,0,blanco
4502,"Papadopoulos, Nikos",1992-09-05,,mujer,33,2,0,griego
4503,"Brown, Emily",2005-04-03,,otros,51,15,0,blanco
4504,"Mateo, Alex",1997-04-22,,otros,38,10,0,latino
4505,"Papadopoulos, Sofia",2007-08-26,2008-09-18,otros,37,9,0,griego
4506,"Sharma, Arjun",2012-09-28,,otros,35,19,0,indio
4507,"Smith, Emily",1990-09-24,,varon,37,16,0,blanco
4508,"Papadopoulos, Nikos",2022-10-18,,otros,55,1,0,griego
4509,"Li, Hiro",2001-09-01,2009-08-25,otros,19,6,0,asiatico
4510,"Smith, Emily",2019-02-22,,mujer,22,14,0,blanco
4511,"Tanaka, Mei",2016-10-16,,otros,33,6,0,asiatico
4512,"Papadopoulos, Sofia",2007-03-09,,otros,22,1,0,griego
4513,"Brown, Emily",2000-09-12,2020-11-21,otros,45,6,0,blanco
4514,"Li, Mei",2007-06-11,2025-01-19,varon,24,19,0,asiatico
4515,"Patel, Rudra",1994-02-22,,otros,38,15,0,indio
4516,"Sharma, Rudra",1982-01-19,,otros,23,12,0,indio
4517,"Papadopoulos, Nikos",2018-11-03,2022-05-07,varon,66,2,0,griego
4518,"Tanaka, Hiro",2003-09-21,,varon,39,18,0,asiatico
4519,"Rueda, Oriana",2023-11-25,,varon,51,8,0,latino
4520,"Jackson, Jamal",2019-09-05,,otros,24,11,0,afrodescendiente
4521,"Patel, Rudra",2009-09-09,,otros,57,11,0,indio
4522,"Smith, Michael",2002-04-11,2013-07-12,mujer,34,17,0,blanco
4523,"Papadopoulos, Sofia",1997-05-31,,varon,68,9,0,griego
4524,"Brown, Michael",1998-09-07,2002-05-03,mujer,27,15,0,blanco
4525,"Sharma, Arjun",1988-04-12,,varon,31,12,0,indio
4526,"Smith, Michael",2023-10-28,,mujer,40,13,0,blanco
4527,"Beltrán, Apolinar",2013-02-08,,mujer,48,1,0,latino
4528,"Brown, John",2025-02-16,,mujer,59,13,0,blanco
4529,"Patel, Arjun",1984-05-01,2011-05-15,otros,29,8,0,indio
4530,"Tanaka, Hiro",2002-09-07,,otros,54,1,0,asiatico
4531,"Patel, Rudra",2017-08-20,2018-10-16,otros,38,9,0,indio
4532,"Patel, Arjun",2014-11-23,,varon,54,1,0,indio
4533,"Sharma, Rudra",2014-07-05,,mujer,27,9,0,indio
4534,"Papadopoulos, Sofia",2003-03-03,,varon,60,6,0,griego
4535,"Papadopoulos, Sofia",1984-11-14,2004-12-26,otros,35,11,0,griego
4536,"Li, Mei",2004-03-11,,mujer,59,20,0,asiatico
4537,"Smith, Michael",2009-08-12,,mujer,63,5,0,blanco
4538,"Brown, Emily",1992-06-25,1998-03-06,mujer,60,16,0,blanco
4539,"Papadopoulos, Nikos",1989-06-17,,mujer,39,18,0,griego
4540,"Tanaka, Mei",2007-02-02,,mujer,20,11,0,asiatico
4541,"Tolosa, Chus",2013-11-08,2016-08-05,otros,28,13,0,latino
4542,"Papadopoulos, Nikos",1998-04-13,,varon,24,8,0,griego
4543,"Li, Mei",2019-02-14,,varon,57,8,0,asiatico
4544,"Li, Mei",2003-02-01,,varon,24,20,0,asiatico
4545,"Patel, Rudra",1992-01-24,,otros,34,18,0,indio
4546,"Tanaka, Mei",1981-08-17,,varon,35,9,0,asiatico
4547,"Pedro, Jose",2021-07-31,2022-01-11,varon,33,16,0,latino
4548,"Sarabia, Genoveva",1983-10-16,,mujer,67,8,0,latino
4549,"Papadopoulos, Nikos",1985-08-19,,varon,45,9,0,griego
4550,"Li, Hiro",1985-04-23,,mujer,40,11,0,asiatico
4551,"Papadopoulos, Sofia",1981-05-19,2018-04-06,otros,55,15,0,griego
4552,"Brown, Michael",2005-05-21,,mujer,40,4,0,blanco
4553,"Tanaka, Hiro",2012-03-07,,mujer,22,10,0,asiatico
4554,"Tanaka, Hiro",2018-08-19,2019-12-27,mujer,55,20,0,asiatico
4555,"Papadopoulos, Sofia",2001-02-14,,mujer,58,8,0,griego
4556,"Smith, Michael",1990-06-01,,varon,24,3,0,blanco
4557,"Sharma, Arjun",2009-12-13,,mujer,36,9,0,indio
4558,"Donoso, Ariadna",1998-09-18,2000-09-10,otros,68,15,0,latino
4559,"Papadopoulos, Nikos",2022-12-27,,otros,55,17,0,griego
4560,"Gargallo, Eligia",1991-05-17,2004-10-18,otros,57,13,0,latino
4561,"Papadopoulos, Sofia",1994-05-17,,otros,67,20,0,griego
4562,"Papadopoulos, Nikos",2015-08-06,2020-04-01,otros,33,12,0,griego
4563,"Patel, Arjun",2024-08-13,2024-10-09,mujer,20,17,0,indio
4564,"Li, Mei",1986-03-04,2018-04-09,otros,39,10,0,asiatico
4565,"Aramburu, Adora",1981-01-28,2011-08-08,otros,43,11,0,latino
4566,"Castellanos, Domitila",2007-03-26,,otros,35,3,0,latino
4567,"Washington, Jamal",1983-04-03,,otros,39,10,0,afrodescendiente
4568,"Tanaka, Mei",1981-07-27,,varon,60,9,0,asiatico
4569,"Bárcena, Dolores",2020-04-27,2024-12-11,otros,45,15,0,latino
4570,"Papadopoulos, Nikos",1989-08-03,,mujer,45,11,0,griego
4571,"Papadopoulos, Sofia",1998-11-21,,mujer,27,13,0,griego
4572,"Li, Mei",2017-08-26,,otros,51,16,0,asiatico
4573,"Patel, Rudra",2017-06-16,,otros,35,16,0,indio
4574,"Alegria, Francisco",2017-04-03,2019-09-07,mujer,21,20,0,latino
4575,"Monreal, Plinio",2005-05-31,,mujer,45,10,0,latino
